,title,text
231,battery-life_netbook_1005ha.txt.data,A 6 cell battery costs over $79 dollars .
232,battery-life_netbook_1005ha.txt.data,"I was skeptical about the long battery life and the cool, touch but I got about 9 ."
233,battery-life_netbook_1005ha.txt.data,5hr battery model is going to run a touch heavier than the 6 .
234,battery-life_netbook_1005ha.txt.data,5hr battery models but the extra battery life is really worth it .
235,battery-life_netbook_1005ha.txt.data,"It does not overheat and the battery lasts a long time, not 10 ."
236,battery-life_netbook_1005ha.txt.data,"Using a USB mouse lessens the battery time but I LOVE it anyway, it fits into my purse, the colors are great and it is much quicker than my desk top ."
237,battery-life_netbook_1005ha.txt.data,The computer will rarely turn on even though the battery has plenty of charge in it .
238,battery-life_netbook_1005ha.txt.data,"The battery life is to die for ,  my full size laptop doesnt have 10"
239,battery-life_netbook_1005ha.txt.data,I'm actually downgrading in performance in getting this netbook but the performance lost is made up with the smaller form factor and greatly increased battery life .
240,battery-life_netbook_1005ha.txt.data,Real world battery life is less than the 10 .
241,battery-life_netbook_1005ha.txt.data,"I usually get 8, 930 hrs of battery while browsing the internet and using office ."
242,battery-life_netbook_1005ha.txt.data,Within a few hours of owning this netbook the battery meter stopped working .
243,battery-life_netbook_1005ha.txt.data,The battery life will ensure that i can go hours without needing a recharge .
244,battery-life_netbook_1005ha.txt.data,First is the incredible battery life .
245,battery-life_netbook_1005ha.txt.data,I have not done an actual test of the full battery life but from what iv seen in general use it has around 9 hours while running wifi and other applications with around half screen brightness .
